REAPER,VST/VSTi INSTALLED EXTRACTOR
Version:,3.1 FERRETS
by:,Tormy Van Cool
Date:,2023-10-26 13:58:21

CHECK,N.,INSTR.,VST/VSTi/AU/CLAP NAME (Manufacturer),FILE (VSTs) - INST-NotINST (AUs) - CLAP (for Clap Plugins)
,1593,,L3 MultiMaximizer Stereo (Waves),WaveShell_VST_9.0.vst3<363263267
,1594,,C4 Mono (Waves),WaveShell_VST_9.0.vst3<370384141
,1595,,LFE360 Mono (Waves),WaveShell_VST_9.0.vst3<376119112
,1596,,Vocal Rider Mono (Waves),WaveShell_VST_9.0.vst3<378014949
,1597,,Vocal Rider Live Mono (Waves),WaveShell_VST_9.0.vst3<380511271
,1598,,SoundShifter Parametric Mono (Waves),WaveShell_VST_9.0.vst3<381860706
,1599,,GTR Stomp 2 Stereo (Waves),WaveShell_VST_9.0.vst3<382796677
,1600,,IDR Mono (Waves),WaveShell_VST_9.0.vst3<386205230
,1601,,RVox Stereo (Waves),WaveShell_VST_9.0.vst3<394356635
,1602,,NLS Buss Mono (Waves),WaveShell_VST_9.0.vst3<403438986
,1603,,IR360 discrete Mono/5.0 (Waves) (1->5ch),WaveShell_VST_9.0.vst3<403662143
,1604,,InPhase Live Stereo (Waves),WaveShell_VST_9.0.vst3<411651617
,1605,,API-560 Mono (Waves),WaveShell_VST_9.0.vst3<422242405
,1606,,SoundShifter Graphic Mono (Waves),WaveShell_VST_9.0.vst3<429542272
,1607,,IR1 Mono (Waves),WaveShell_VST_9.0.vst3<431787714
,1608,,MondoMod Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<447338133
,1609,,L316 Mono (Waves),WaveShell_VST_9.0.vst3<448565702
,1610,,IDR360 5.1 (Waves) (6ch),WaveShell_VST_9.0.vst3<450316247
,1611,,R360 Stereo/5.1 (Waves) (2->6ch),WaveShell_VST_9.0.vst3<45647476
,1612,,Maserati HMX Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<457630640
,1613,,L2 Mono (Waves),WaveShell_VST_9.0.vst3<46734549
,1614,,RDeEsser Mono (Waves),WaveShell_VST_9.0.vst3<47187333
,1615,,SSLEQ Mono (Waves),WaveShell_VST_9.0.vst3<472986005
,1616,,PuigTec EQP1A Stereo (Waves),WaveShell_VST_9.0.vst3<476302953
,1617,,S360 Panner Mono/5.1 (Waves) (1->6ch),WaveShell_VST_9.0.vst3<486580469
,1618,,EKramer GT Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<49659423
,1619,,Kramer HLS Mono (Waves),WaveShell_VST_9.0.vst3<513989238
,1620,,GTR Stomp 6 Mono (Waves),WaveShell_VST_9.0.vst3<515021987
,1621,,UltraPitch 6 Voices Mono (Waves),WaveShell_VST_9.0.vst3<515940356
,1622,,Bass Rider Stereo (Waves),WaveShell_VST_9.0.vst3<530019617
,1623,,Maserati GTi Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<53273678
,1624,,IR360 sound field Stereo/5.0 (Waves) (2->5ch),WaveShell_VST_9.0.vst3<535472974
,1625,,OneKnob Brighter Stereo (Waves),WaveShell_VST_9.0.vst3<548034957
,1626,,EKramer GT Stereo (Waves),WaveShell_VST_9.0.vst3<560838542
,1627,,WLM Meter 5.1 (Waves) (6ch),WaveShell_VST_9.0.vst3<563309057
,1628,,GTR Amp Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<565103569
,1629,,JJP-Bass Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<574600552
,1630,,Center Stereo (Waves),WaveShell_VST_9.0.vst3<576218106
,1631,,UltraPitch 3 Voices Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<577917850
,1632,,Q8 Stereo (Waves),WaveShell_VST_9.0.vst3<579341266
,1633,,REQ 6 Mono (Waves),WaveShell_VST_9.0.vst3<605406932
,1634,,S360 Imager Stereo/5.1 (Waves) (2->6ch),WaveShell_VST_9.0.vst3<618583563
,1635,,H-Comp Mono (Waves),WaveShell_VST_9.0.vst3<623476617
,1636,,Doppler Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<627597958
,1637,,InPhase Mono (Waves),WaveShell_VST_9.0.vst3<627634486
,1638,,Maserati B72 Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<628302270
,1639,,X-Noise Stereo (Waves),WaveShell_VST_9.0.vst3<63038178
,1640,,UltraPitch Shift Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<645193409
,1641,,RVerb Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<646969791
,1642,,EKramer BA Stereo (Waves),WaveShell_VST_9.0.vst3<647908616
,1643,,Kramer HLS Stereo (Waves),WaveShell_VST_9.0.vst3<648522216
,1644,,Maserati B72 Mono (Waves),WaveShell_VST_9.0.vst3<654427485
,1645,,Vocal Rider Live Stereo (Waves),WaveShell_VST_9.0.vst3<671393701
,1646,,S360 Panner Stereo/5.0 (Waves) (2->5ch),WaveShell_VST_9.0.vst3<673939143
,1647,,LoAir 5.1 (Waves) (6ch),WaveShell_VST_9.0.vst3<675883923
,1648,,OneKnob Filter Mono (Waves),WaveShell_VST_9.0.vst3<6774094
,1649,,Q1 Mono (Waves),WaveShell_VST_9.0.vst3<678487343
,1650,,Q4 Stereo (Waves),WaveShell_VST_9.0.vst3<685404978
,1651,,JJP-Drums Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<687268982
,1652,,Maserati VX1 Stereo (Waves),WaveShell_VST_9.0.vst3<68910015
,1653,,EKramer DR Mono (Waves),WaveShell_VST_9.0.vst3<689690790
,1654,,Aphex Vintage Exciter Stereo (Waves),WaveShell_VST_9.0.vst3<698320493
,1655,,GTR Stomp 6 Stereo (Waves),WaveShell_VST_9.0.vst3<714056505
,1656,,InPhase LT Live Stereo (Waves),WaveShell_VST_9.0.vst3<724493355
,1657,,RVox Mono (Waves),WaveShell_VST_9.0.vst3<726243722
,1658,,SSLGChannel Stereo (Waves),WaveShell_VST_9.0.vst3<73413357
,1659,,JJP-Guitars Stereo (Waves),WaveShell_VST_9.0.vst3<741146457
,1660,,SuperTap 6-Taps Mono (Waves),WaveShell_VST_9.0.vst3<743764894
,1661,,SuperTap 6-Taps Stereo (Waves),WaveShell_VST_9.0.vst3<746889276
,1662,,H-EQ Mono (Waves),WaveShell_VST_9.0.vst3<7480357
,1663,,M360 Manager 5.0 (Waves) (5ch),WaveShell_VST_9.0.vst3<751334457
,1664,,Bass Rider Live Stereo (Waves),WaveShell_VST_9.0.vst3<756960151
,1665,,JJP-Drums Mono (Waves),WaveShell_VST_9.0.vst3<757061469
,1666,,S1 MS Matrix Stereo (Waves),WaveShell_VST_9.0.vst3<759141181
,1667,,C4 Stereo (Waves),WaveShell_VST_9.0.vst3<763288060
,1668,,CLA Unplugged Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<764154612
,1669,,IR-L Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<769038137
,1670,,MV360 5.1 (Waves) (6ch),WaveShell_VST_9.0.vst3<77479467
,1671,,SuperTap 2-Taps Stereo (Waves),WaveShell_VST_9.0.vst3<778349000
,1672,,GTR Tuner Mono (Waves),WaveShell_VST_9.0.vst3<781631839
,1673,,R360 Mono/5.0 (Waves) (1->5ch),WaveShell_VST_9.0.vst3<783365915
,1674,,SoundShifter Pitch Mono (Waves),WaveShell_VST_9.0.vst3<793494665
,1675,,C360 5.0 (Waves) (5ch),WaveShell_VST_9.0.vst3<796649822
,1676,,X-Crackle Stereo (Waves),WaveShell_VST_9.0.vst3<801336118
,1677,,S360 Imager 5.0 (Waves) (5ch),WaveShell_VST_9.0.vst3<803077675
,1678,,EKramer DR Stereo (Waves),WaveShell_VST_9.0.vst3<803553072
,1679,,GTR Tool Rack Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<804933107
,1680,,L1+ Ultramaximizer Stereo (Waves),WaveShell_VST_9.0.vst3<808838543
,1681,,LoAir Mono (Waves),WaveShell_VST_9.0.vst3<809005674
,1682,,WNS Mono (Waves),WaveShell_VST_9.0.vst3<810368115
,1683,,CLA Guitars Stereo (Waves),WaveShell_VST_9.0.vst3<811598863
,1684,,CLA-2A Stereo (Waves),WaveShell_VST_9.0.vst3<813879449
,1685,,SuperTap 2-Taps Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<824397889
,1686,,LFE360 5.1 (Waves) (6ch),WaveShell_VST_9.0.vst3<831512638
,1687,,Enigma Stereo (Waves),WaveShell_VST_9.0.vst3<840337987
,1688,,OneKnob Wetter Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<842974206
,1689,,Kramer PIE Stereo (Waves),WaveShell_VST_9.0.vst3<850400258
,1690,,Bass Rider Mono (Waves),WaveShell_VST_9.0.vst3<851785231
,1691,,C6 Mono (Waves),WaveShell_VST_9.0.vst3<852397753
,1692,,Renaissance Axx Stereo (Waves),WaveShell_VST_9.0.vst3<85428690
,1693,,WLM Meter Mono (Waves),WaveShell_VST_9.0.vst3<854578616
,1694,,X-Click Mono (Waves),WaveShell_VST_9.0.vst3<861227892
,1695,,Doubler2 Mono (Waves),WaveShell_VST_9.0.vst3<861631373
,1696,,Morphoder Stereo (Waves),WaveShell_VST_9.0.vst3<868227253
,1697,,Vocal Rider Stereo (Waves),WaveShell_VST_9.0.vst3<870535783
,1698,,Maserati DRM Mono (Waves),WaveShell_VST_9.0.vst3<872959960
,1699,,L3-LL Ultra Mono (Waves),WaveShell_VST_9.0.vst3<874768588
,1700,,SuperTap 6-Taps Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<87695285
,1701,,WLM Meter Stereo (Waves),WaveShell_VST_9.0.vst3<881125410
,1702,,M360 Mixdown 5.0 (Waves) (5ch),WaveShell_VST_9.0.vst3<887083138
,1703,,API-550A Stereo (Waves),WaveShell_VST_9.0.vst3<889593894
,1704,,Q1 Stereo (Waves),WaveShell_VST_9.0.vst3<893475054
,1705,,OneKnob Wetter Stereo (Waves),WaveShell_VST_9.0.vst3<8959223
,1706,,OneKnob Wetter Mono (Waves),WaveShell_VST_9.0.vst3<89843625
,1707,,IR1 Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<913650720
,1708,,Doubler4 Mono/Stereo (Waves),WaveShell_VST_9.0.vst3<919806878
,1709,,RBass Mono (Waves),WaveShell_VST_9.0.vst3<92228146
,1710,,Maserati GRP Stereo (Waves),WaveShell_VST_9.0.vst3<932442010
,1711,,Maserati B72 Stereo (Waves),WaveShell_VST_9.0.vst3<988431619
,1712,,IR-L full Stereo (Waves),WaveShell_VST_9.0.vst3<993500261
,1713,,VEQ4 Stereo (Waves),WaveShell_VST_9.0.vst3<993513677
,1714,,OneKnob Brighter Mono (Waves),WaveShell_VST_9.0.vst3<99557459
,1715,,API-550A Mono (x86) (Waves),WaveShell_VST_9.0.vst<1094009165
,1716,,API-550A Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1094009171
,1717,,API-550B Mono (x86) (Waves),WaveShell_VST_9.0.vst<1094009421
,1718,,API-550B Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1094009427
,1719,,API-560 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1095054669
,1720,,API-560 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1095054675
,1721,,API-2500 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1095779149
,1722,,API-2500 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1095779155
,1723,,Aphex Vintage Exciter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1095780429
,1724,,Aphex Vintage Exciter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1095780435
,1725,,DeBreath Mono (x86) (Waves),WaveShell_VST_9.0.vst<1112691789
,1726,,Bass Rider Mono (x86) (Waves),WaveShell_VST_9.0.vst<1112755277
,1727,,Bass Rider Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1112755283
,1728,,Bass Rider Live Mono (x86) (Waves),WaveShell_VST_9.0.vst<1112757837
,1729,,Bass Rider Live Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1112757843
,1730,,IR-L Mono (x86) (Waves),WaveShell_VST_9.0.vst<1127236941
,1731,,IR-L efficient Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1127236947
,1732,,IR-L Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1127236952
,1733,,IR-L full Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1127237203
,1734,,C1 comp-sc Mono (x86) (Waves),WaveShell_VST_9.0.vst<1127301965
,1735,,C1 comp-sc Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1127301971
,1736,,C6 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1127633229
,1737,,C6 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1127633235
,1738,,C6-SideChain Mono (x86) (Waves),WaveShell_VST_9.0.vst<1127633741
,1739,,C6-SideChain Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1127633747
,1740,,CLA Bass Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128415571
,1741,,CLA Bass Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128415576
,1742,,CLA Drums Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128550995
,1743,,CLA Drums Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128551000
,1744,,CLA Effects Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128613459
,1745,,CLA Effects Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128613464
,1746,,CLA Guitars Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128748115
,1747,,CLA Guitars Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1128748120
,1748,,H-Comp Mono (x86) (Waves),WaveShell_VST_9.0.vst<1129070925
,1749,,H-Comp Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129070931
,1750,,C1 comp Mono (x86) (Waves),WaveShell_VST_9.0.vst<1129140301
,1751,,C1 comp Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129140307
,1752,,Center Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129206867
,1753,,C1 comp-gate Mono (x86) (Waves),WaveShell_VST_9.0.vst<1129270605
,1754,,C1 comp-gate Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129270611
,1755,,CLA Unplugged Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129664083
,1756,,CLA Unplugged Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129664088
,1757,,IR360 sound field 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129727285
,1758,,IR360 sound field 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1129727286
,1759,,IR1 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1129727309
,1760,,IR1 efficient Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129727315
,1761,,IR360 eff s.field Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129727316
,1762,,IR1 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129727320
,1763,,IR360 sound field Mono/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129727321
,1764,,IR1 full Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129727571
,1765,,IR360 sound field Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129727572
,1766,,CLA Vocals Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129729875
,1767,,CLA Vocals Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1129729880
,1768,,IR360 eff discrete 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129730357
,1769,,IR360 eff discrete 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1129730358
,1770,,IR360 eff discrete Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129730388
,1771,,IR360 discrete Mono/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1129730393
,1772,,C4 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1145393485
,1773,,C4 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1145393491
,1774,,Doppler Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1146110291
,1775,,Doppler Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1146110296
,1776,,Dorrough360 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1146242869
,1777,,Dorrough360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1146242870
,1778,,Dorrough Mono (x86) (Waves),WaveShell_VST_9.0.vst<1146242893
,1779,,Dorrough Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1146242899
,1780,,DeEsser Mono (x86) (Waves),WaveShell_VST_9.0.vst<1146306893
,1781,,DeEsser Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1146306899
,1782,,EKramer BA Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162560077
,1783,,EKramer BA Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162560083
,1784,,EKramer DR Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162560589
,1785,,EKramer DR Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162560595
,1786,,EKramer FX Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162561107
,1787,,EKramer FX Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162561112
,1788,,EKramer GT Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162561363
,1789,,EKramer GT Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162561368
,1790,,EKramer VC Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162565203
,1791,,EKramer VC Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162565208
,1792,,Enigma Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162757971
,1793,,Enigma Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162757976
,1794,,Q1 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162948941
,1795,,Q1 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162948947
,1796,,Q2 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162949197
,1797,,Q2 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162949203
,1798,,Q3 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162949453
,1799,,Q3 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162949459
,1800,,Q4 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162949709
,1801,,Q4 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162949715
,1802,,Q6 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162950221
,1803,,Q6 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162950227
,1804,,Q8 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162950733
,1805,,Q8 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162950739
,1806,,Q10 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1162953037
,1807,,Q10 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1162953043
,1808,,PuigChild 660 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1178814541
,1809,,PuigChild 670 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1178814547
,1810,,MetaFlanger Mono (x86) (Waves),WaveShell_VST_9.0.vst<1179405901
,1811,,MetaFlanger Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1179405907
,1812,,MetaFlanger Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1179405912
,1813,,GTR Amp 2Cab Mono (x86) (Waves),WaveShell_VST_9.0.vst<1195455053
,1814,,GTR Amp Mono (x86) (Waves),WaveShell_VST_9.0.vst<1195461965
,1815,,GTR Amp Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195461971
,1816,,GTR Amp Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195461976
,1817,,C1 gate Mono (x86) (Waves),WaveShell_VST_9.0.vst<1195463757
,1818,,C1 gate Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195463763
,1819,,GTR Stomp 2 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1195586125
,1820,,GTR Stomp 2 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195586131
,1821,,GTR Stomp 2 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195586136
,1822,,GTR Stomp 4 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1195586637
,1823,,GTR Stomp 4 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195586643
,1824,,GTR Stomp 4 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195586648
,1825,,GTR Stomp 6 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1195593293
,1826,,GTR Stomp 6 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195593299
,1827,,GTR Stomp 6 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1195593304
,1828,,Maserati GRP Mono (x86) (Waves),WaveShell_VST_9.0.vst<1196576845
,1829,,Maserati GRP Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1196576851
,1830,,GTR Tool Rack Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1196838227
,1831,,GTR Tool Rack Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1196838232
,1832,,H-Delay Mono (x86) (Waves),WaveShell_VST_9.0.vst<1212302413
,1833,,H-Delay Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1212302419
,1834,,H-Delay Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1212302424
,1835,,Kramer HLS Mono (x86) (Waves),WaveShell_VST_9.0.vst<1212501069
,1836,,Kramer HLS Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1212501075
,1837,,H-EQ Mono (x86) (Waves),WaveShell_VST_9.0.vst<1212502349
,1838,,H-EQ Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1212502355
,1839,,IDR Mono (x86) (Waves),WaveShell_VST_9.0.vst<1229214285
,1840,,IDR Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1229214291
,1841,,MaxxVolume Mono (x86) (Waves),WaveShell_VST_9.0.vst<1230392397
,1842,,MaxxVolume Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1230392403
,1843,,JJP-Bass Mono (x86) (Waves),WaveShell_VST_9.0.vst<1246773837
,1844,,JJP-Bass Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246773843
,1845,,JJP-Bass Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246773848
,1846,,JJP-Drums Mono (x86) (Waves),WaveShell_VST_9.0.vst<1246774349
,1847,,JJP-Drums Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246774355
,1848,,JJP-Drums Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246774360
,1849,,JJP-Guitars Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246775123
,1850,,JJP-Guitars Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246775128
,1851,,JJP-Cymb-Perc Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246777427
,1852,,JJP-Cymb-Perc Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246777432
,1853,,JJP-Strings-Keys Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246778195
,1854,,JJP-Strings-Keys Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246778200
,1855,,JJP-Vocals Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246778963
,1856,,JJP-Vocals Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1246778968
,1857,,OneKnob Phatter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1263555661
,1858,,OneKnob Phatter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1263555667
,1859,,L1 limiter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1278296909
,1860,,L1 limiter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1278296915
,1861,,L2 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1278365005
,1862,,L2 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1278365011
,1863,,L3 UltraMaximizer Mono (x86) (Waves),WaveShell_VST_9.0.vst<1278429005
,1864,,L3 UltraMaximizer Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1278429011
,1865,,IDR360 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1278429493
,1866,,IDR360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1278429494
,1867,,L360 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1278430517
,1868,,L360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1278430518
,1869,,L3 MultiMaximizer Mono (x86) (Waves),WaveShell_VST_9.0.vst<1278431309
,1870,,L3 MultiMaximizer Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1278431315
,1871,,L316 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1278431565
,1872,,L316 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1278431571
,1873,,CLA-2A Mono (x86) (Waves),WaveShell_VST_9.0.vst<1279341133
,1874,,CLA-2A Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1279341139
,1875,,CLA-3A Mono (x86) (Waves),WaveShell_VST_9.0.vst<1279341389
,1876,,CLA-3A Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1279341395
,1877,,LinMB Mono (x86) (Waves),WaveShell_VST_9.0.vst<1279472973
,1878,,LinMB Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1279472979
,1879,,LFE360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1279673654
,1880,,LFE360 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1279673677
,1881,,L1+ Ultramaximizer Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1279872305
,1882,,LoAir 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1280262454
,1883,,LoAir 5.0/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1280262466
,1884,,LoAir Mono (x86) (Waves),WaveShell_VST_9.0.vst<1280262477
,1885,,LoAir Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1280262483
,1886,,LinEQ Broadband Mono (x86) (Waves),WaveShell_VST_9.0.vst<1280393549
,1887,,LinEQ Broadband Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1280393555
,1888,,LinEQ Lowband Mono (x86) (Waves),WaveShell_VST_9.0.vst<1280398157
,1889,,LinEQ Lowband Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1280398163
,1890,,Vocal Rider Live Mono (x86) (Waves),WaveShell_VST_9.0.vst<1280459853
,1891,,Vocal Rider Live Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1280459859
,1892,,MondoMod Mono (x86) (Waves),WaveShell_VST_9.0.vst<1297040461
,1893,,MondoMod Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297040467
,1894,,MondoMod Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297040472
,1895,,S1 MS Matrix Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297307731
,1896,,SuperTap 2-Taps Mono (x86) (Waves),WaveShell_VST_9.0.vst<1297363533
,1897,,SuperTap 2-Taps Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297363539
,1898,,SuperTap 2-Taps Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297363544
,1899,,SuperTap 6-Taps Mono (x86) (Waves),WaveShell_VST_9.0.vst<1297364557
,1900,,SuperTap 6-Taps Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297364563
,1901,,SuperTap 6-Taps Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297364568
